start_year,state,site,summary,event_quote,lat,lon
1786,Distrito Federal,Mexico,Buenas cosechas,"“Por la carta de vuestra excelencia de 27 de mayo de este año número 667 se ha enterado el rey con suma complacencia y consuelo de haber sido abundante la cosecha de trigo esperarse lo sea también la de maíz con las oportunas lluvias que se han experimentado y que las calenturas epidémicas van cesando sin causar el mayor estrago, debiéndose en gran parte este beneficio al caritativo celo con que los vecinos acaudalados de esos pueblos han procurado el alivio y socorro de los pobres enfermos. Dios guarde a vuestra señoría muchos años. San Ildefonso 17 de agosto de 1786. Marqués de Sonora [rúbrica].” AGNM, Reales órdenes, v. 3, e. 75, f. 143",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Hambre,"“Tratándose de la Nueva España parece que un 80 por ciento de la raza indígena pereció a causa de epidemias y otras calamidades entre 1519 y 1650. A pesar de otros reveses transitorios, como la plaga de 1736-1737 y la gran hambre de 1784-1786, la población indígena, por lo visto, se reponía lentamente después de 1650.” Gerhard, 1962:92",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Tributos,"Correspondencia del virrey sobre las crisis. Libertad del derecho de alcabala. Junio. Florescano, 1981:654",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Escasez de maíz,"Bando del virrey que permite el uso libre de la pesca en los ríos y lagunas interiores para facilitar el abasto de los pueblos en la escasez de maíz. Enero de 1786. Florescano, 1981:598",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Especulación,"“Retraso de lluvias y adelantamiento de heladas. Información acerca de las providencias dictadas por el virrey conde de Gálvez ante las pérdidas de cosechas de semillas por el retraso de la estación de aguas y adelantamiento de heladas; ordenó se promovieran siembras ordinarias y extraordinarias en relación con las anteriores cosechas en años regulares, para evitar consecuencias tan lamentables como el hambre y escasez. Asimismo, se informa acerca de la especulación de los labradores y hacenderos bien acomodados que sembraron menos de lo que han acostumbrado por no exponerse al poco lucro que resultaría de una cosecha abundante. Ordena se realice una inspección del monto de las cosechas anteriores. Solicita información que en cinco columnas explique los sujetos que deben sembrar en ese distrito; en qué cantidad de semillas lo hicieron el año anterior y cuál determinan sembrar en el presente. Firma: conde de Gálvez.” Febrero de 1786. AGNM, Impresos oficiales, v. 15, e. 7, ff. 21-25",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Alhóndigas,"“La hambruna de 1785 y 1786 alcanzó su mayor nivel de expresión. En ella se observó claramente un conflicto interclase y se recrudecieron todavía más las discrepancias entre el estado y los hacendados. Estos últimos, desde el siglo XVII y XVIII habían estado pugnando por la desaparición de las alhóndigas y pósitos a los que se consideraban como un obstáculo para el desarrollo de la producción agrícola.” Espinosa et al., 1987:119",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Epidemia de sarampión,"La falta de lluvias en la presente estación ha obligado a conducir a esta “santa iglesi.” a la Virgen de los Remedios y dedicar una novena “en la forma regular.” “La falta de lluvias en la presente estación ha obligado a conducir a esta santa iglesia metropolitana la Virgen de los Remedios y dedicar una novena en la forma regular y la misma falta, que aun se ha fermentado alguna enfermedad de sarampión de que no es mucha la mortandad […] El virrey de la Nueva España dice que la falta de aguas es causa de alguna enfermedad que padece y repetición de terremotos.” AGNM, Correspondencia virreyes, c. 12, f. 144",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Escasez,"Reproducción de la dispensa del arzobispo sobre abstinencia cuaresmal, debido a la escasez. Febrero de 1786. Florescano, 1981:285, 425-428",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Fin de escasez,"“Por la carta de vuestra excelencia de 3 de agosto de este año, número 826, se ha enterado el rey con satisfacción del feliz estado que tenían las sementeras de todo ese reino, y de las fundadas esperanzas que había de una abundante cosecha que repare la escasez anterior. Dios guarde a vuestra excelencia muchos años. Madrid 6 de diciembre de 1786. Marqués de Sonora [rúbrica].” AGNM, Reales órdenes, v. 3, e. 156, f. 237",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Escasez de granos,"“El virrey marqués de Sonora aprueba el testimonio proveído por el ayuntamiento, sobre escasez de granos.” AGNM, Alhóndigas, v. 10, e. 5, ff. 250-253",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Carestí­a,"“El virrey de Gálvez ordena a todas las jurisdicciones del reino, informen a los labradores y hacendados la necesidad de semillas, para que cuanto antes adelanten sus cosechas y presenten una relación de maíz, por la especulación y carestía que se produce.” AGNM, Alhóndigas, v. 10, e. 1, ff. 1-179",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Hambre,"“Reflexión sobre la mortandad que se produjo en estos años a causa del hambre, debido entre otros factores, a la gran desnutrición del campesino y su escaso rendimiento.” Diario de México, 9 de septiembre, 1807:35",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Epidemia,"Acta de cabildo de 27 de septiembre de 1786: “vista la carta del Exmo. Sr. justicia y regimiento de la ciudad de México de fecha de 18 de este propio mes de septiembre sobre la violencia con que esta ciudad y otras inmediatas se miran combatidas del epidémico grave mal de fiebres de cuyo rigor se han visto y se ven ser dolorosas víctimas tantas vidas, con el mayor sentimiento y compasión suya, deseando aliviar en lo posible y precaver en la que se ha dado, perjuicio tan sensible como trascendental en todo el reino, había acordado dirigir a este cabildo dicha carta, para que esté inteligenciado de que aquel excelentísimo ayuntamiento no miraba con indiferencia y deseaba mucho remediar las comunes necesidades y plagas, y como conducente a dicho fin, se servía dirigirle puntual y circunstanciada noticia del estado en que se halla dicha epidemia, de las observaciones médicas que sobre la misma se habían hecho y de las medicinas que se habían juzgado conducentes, con todo lo demás anexo y que pudiera contribuir al público benefici.” AHMM, Actas de cabildo, l. 58, s. f.",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Cosechas escasas,"“Por la carta de esa Real Audiencia Gobernadora de 23 de febrero de este año, número 141, se ha enterado el rey de que por las heladas acaecidas en octubre de [17]86 en ese reino, no ha correspondido la cosecha de granos a la abundancia que prometía el buen estado de las sementeras y de las providencias que con este motivo dio la audiencia conforme a las dictadas en el año anterior por el difunto virrey conde de Gálvez en iguales circunstancias.” AGNM, Reales cédulas, v. 137, e. 51, f. 77",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Prevención,"“Copia de las ordenanzas para intendentes, dirigidas por el rey en 1786, apartado causa de policía, artículo 71: Cada cuatro meses darán los intendentes-corregidores, cuenta respectivamente al virrey o al comandante general de las fronteras y al intendente general de ejército, de la escasez o abundancia de frutos que hubiere en sus provincias, y de sus respectivos precios corrientes, para que con la noticia individual del estado de ellas en esta parte, y combinando los objetos de mi servicio y causa pública que están a cargo cada uno, providencien de acuerdo y en tiempo oportuno, socorro de sus necesidades o al beneficio y comercio (que siempre ha de ser libre) de sus frutos sobrantes, a fin de que animados los labradores con la ventaja de los precios, no aminoren las siembras, ni se retraigan de sus útiles trabajos.” AHMM, Gobierno, c. 11, e. 32",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Calamidad,"“En vista de la carta de vuestra excelencia de 31 de marzo de este año número 555 y documentos que la acompañan se ha enterado el rey con particular satisfacción del feliz estado de las siembras de ese reino, y de las acertadas disposiciones dadas por vuestra excelencia para socorrer a los verdaderos necesitados en la actual escasez de granos y evitar la holgazanería y ociosidad de los que pueden aplicarse al trabajo. Su majestad aprueba otras providencias: me manda dé a vuestra excelencia en su real nombre como lo ejecutó, las más expresivas gracias; y espera que continuando vuestra excelencia con la acreditada caridad, esmero, celo y exactitud que hasta aquí ha procedido se hará menos sensible a ese reino la presente calamidad. Particípolo a vuestra excelencia de su real orden para su inteligencia y satisfacción. Dios guarde a vuestra excelencia muchos años. Aranjuez. Cuatro de julio de 1786. Sonora[rúbrica].” AGNM, Reales cédulas originales, v. 134, e. 114, ff. 233-234",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Escasez de alimentos,"Consejos para socorrer a los necesitados en tiempos de escasez de alimentos, por don José Antonio Alzate Ramírez de la Real Academia de las Ciencias de París. Marzo. AGNM, Impresos oficiales, v. 14, e. 33. ff. 445-458",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Carestí­a de Maíz,"“A causa de la escasez y carestía del maíz, que se experimenta en la mayor parte de los pueblos del reino, se han acogido a esta capital muchos hombres y aun familias enteras confiadas en su opulencia, en las inmediatas provincias del gobierno y en la notoria caridad de los mexicanos. Desde que se reconocieron los efectos de la actual calamidad he premeditado muy detenidamente el punto de proporcionar arbitrios para conciliar con la útil ocupación de los pobres robustos y capaces de trabajar el socorro de los verdaderos impedidos. Se proporcionará aumento a toda clase de pobres o de los buenos y robustos que carezcan de auxilios para buscar en jornal. Pasados ocho días de la publicación de este bando, se aprehenderá a cualquier persona que se encuentre pidiendo limosna sin distinción de edad y sexo, con el fin de destruir el perjudicial abuso que hay en esta capital de mendigar en los mismos tiempos. Los que sean llevados al hospicio por la vía de la fuerza, se examinarán para deducir si son o no verdaderos pobres, en caso contrario; se encaminarán los hombres sin demora alguna a las obras públicas y a las mujeres se les enviará a sus casas, asegurándose de no volver a mendigar. En caso de reincidir en lo anterior, se les sancionará a los hombres al trabajo forzado, sin sueldo, a las mujeres a la reclusión del hospicio por el tiempo necesario. Abril de 1786.” AGNM, Impresos oficiales, v. 15, e. 17, f. 54",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Respuesta religiosa,"Novenario en el monasterio de San Bernardo, patrono de las siembras extraordinarias; providencias contra la inmigración a la ciudad y otros asuntos relacionados. Abril. Florescano, 1981:430",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Traslado de población,"“En vista de la carta de vuestra excelencia de 21 de febrero de este año, número 1470, ha aprobado el rey las disposiciones dadas por vuestra excelencia para socorrer [a] los mendigos que han ocurrido a esa capital con motivo de la escasez de granos, ocupándolos en las obras que expresa. Dios guarde a vuestra excelencia muchos años. Aranjuez 26 de mayo de 1786. Marqués de Sonora [rúbrica].” AGNM, Reales órdenes, v. 3, e. 8, f. 10; AGNM, Reales cédulas originales, v. 134, e. 48, f. 89",19.43264649,-99.13325795
1786,Distrito Federal,Mexico,Miseria,"Circular del conde de Gálvez por la que comunica que se debe practicar la caridad con los pobres y ayudarlos en su necesidad, pero siempre y cuando esto no sea perjudicial y en lugar de ayudarlos los empujen a la holgazanería. Marzo de 1786. AGNM, Impresos oficiales, v. 15, e. 11, ff. 35-37",19.43264649,-99.13325795
1786,Distrito Federal,Tacuba,Escasez de semillas,"“Los naturales de […] sobre que se les releve del pago de tributo por la escasez de semillas.” Febrero de 1786. Florescano, 1981:218-224",19.45815224,-99.18669937
1786,Distrito Federal,Tacuba,Respuesta Iglesia,"Consulta del cura de Tultitlán, jurisdicción de Tacuba, sobre habilitación para los indios con dinero de las arcas de la comunidad. Diciembre de 1785-febrero de 1786. Florescano, 1981:482-483",19.45815224,-99.18669937
1786,Durango,Nieves (Santa Marï¿½a de las),Hambre,"“Certifico, en debida parte, en cuanto puedo y debo y el derecho me permite, que en uno de los libros del gobierno de esta parroquia, en que se asientan las partidas de entierros, y consta de 197 pesos forrado de vada [sic] encarnada, consta haberse sepultado en lugar sagrado a los cadáveres siguientes, que han muerto repentinamente de hambre, desde el día 29 de marzo, hasta el 16 del presente mayo, conviene saber.” AGNM, Civil, v. 1418, e. 4, ff. 28-36",26.39945937,-105.39033834
1786,Durango,unspecified site,Calamidad,"“En vista de la carta de vuestra excelencia de 31 de julio de este año, número 798 y testimonio que la acompaña, ha aprobado el rey la excepción de alcabala que concedió vuestra excelencia a la harina, maíz, semillas y legumbres a su entidad y consumo en la ciudad de Durango por el tiempo de la calamidad que experimentaba. Pero en atención que ésta es regular, haya cesado según el estado que tenían las siembras, habrá también cesado dicha excepción y las demás concedidas por igual causa a otras ciudades y pueblos de ese reino. Participo a vuestra excelencia de orden de su majestad para su inteligencia. Dios guarde a vuestra excelencia muchos años. Madrid 23 de diciembre de 1786. Marqués de Sonora [rúbrica].” AGNM, Reales órdenes, v. 3, e. 168, f. 258",24.91900715,-104.91498942
1786,Guanajuato,Celaya,Crisis,"Denegación de permiso para utilizar antiguos sobrantes durante la crisis. Septiembre. Florescano, 1981:218-219",20.52835387,-100.81563960
1786,Guanajuato,Celaya,Escasez de granos,"“En vista de la carta de vuestra excelencia de 24 de febrero de este año, número 469, y testimonio que la acompaña, ha venido el rey en aprobar el acuerdo de esa junta de Real Hacienda en la celebrada a 3 de diciembre de 85 para que las harinas que se introduzcan en las jurisdicciones de Salvatierra y Celaya y en las ciudades de Querétaro y Valladolid sean libres del derecho de alcabalas durante la escasez de granos que actualmente experimentan. Particípolo a vuestra excelencia de su real orden para su inteligencia y cumplimiento. Dios guarde a vuestra excelencia muchos años. Aranjuez 7 de junio de 1786. Marqués de Sonora [rúbrica].” AGNM, Reales cédulas originales, v. 134, e. 82, ff. 174-175",20.52835387,-100.81563960
1786,Guanajuato,Salvatierra,Escasez de granos,"“En vista de la carta de vuestra excelencia de 24 de febrero de este año, número 469, y testimonio que la acompaña, ha venido el rey en aprobar el acuerdo de esa junta de Real Hacienda en la celebrada a 3 de diciembre de 85 para que las harinas que se introduzcan en las jurisdicciones de Salvatierra y Celaya y en las ciudades de Querétaro y Valladolid sean libres del derecho de alcabalas durante la escasez de granos que actualmente experimentan. Particípolo a vuestra excelencia de su real orden para su inteligencia y cumplimiento. Dios guarde a vuestra excelencia muchos años. Aranjuez 7 de junio de 1786. Marqués de Sonora [rúbrica].” AGNM, Reales cédulas originales, v. 134, e. 82, ff. 174-175",20.21447677,-100.87868988
1786,Guanajuato,unspecified site,Carestí­a de semillas,"Sobre epidemias y siembras extraordinarias, debido a la carestía de semillas. Agosto de 1786. Florescano, 1981:225-226",20.90472218,-101.01348434
1786,Guanajuato,unspecified site,Escasez,"Sobre escasez y medidas extraordinarias. Florescano, 1981:209-211",20.90472218,-101.01348434
1786,Guanajuato,unspecified site,Crisis,"Contribuciones. Sobre auxilios de particulares a los pobres durante la crisis. Se refieren precios de los granos. Florescano, 1981:224",20.90472218,-101.01348434
1786,Guanajuato,unspecified site,Prevención,"Sobre siembras extraordinarias y abasto público debido a la escasez. Octubre de 1785-agosto de 1786. Florescano, 1981:196-203",20.90472218,-101.01348434
1786,Guanajuato,unspecified site,Escasez de maíz,"Sobre proveer de maíces a la jurisdicción de Guanajuato. Octubre de 1785-enero de 1786. Florescano, 1981:177-179",20.90472218,-101.01348434
1786,Guanajuato,unspecified site,Hambre,"“La falta o escasez de lluvias y las heladas arruinaban con alguna frecuencia las cosechas y sobrevenían en fatal conjunción el hambre y las enfermedades. Esto ocurrió en forma desastrosa en 1786, el año del hambre, que fue precedido por dos de sequía y heladas. Las víctimas fueron muy numerosas, de modo que en Guanajuato, la ciudad más poblada de la provincia, perecieron más de 8 000 individuos. Con paternal magnificencia atendió a las necesidades de todos el citado obispo fray Antonio de San Miguel, junto con su cabildo catedral, ya con limosnas, ya sobre todo facilitando dinero, sin réditos, para que se comprasen grandes cantidades de maíz, así para que lo vendiesen a poco precio como para que a su tiempo lo sembrasen en tierra caliente y en la altiplanicie; ya en fin, emprendiendo a su costa obras públicas.” Bravo, 1995:226",20.90472218,-101.01348434
1786,Guanajuato,unspecified site,Respuesta religiosa,"Súplicas a María Santísima y a otros santos para el remedio de la escasez. Septiembre. Florescano, 1981:226",20.90472218,-101.01348434
1786,Guerrero,Taxco,Escasez,"Justo de Chávez sobre que el justicia de Taxco le devuelva más cargas de maíz que le quitó. Informa escasez y hambre en la provincia. Julio 1786. Florescano, 1981:329-361",18.55705455,-99.60366080
1786,Hidalgo,Apan,Hambre,"“El alcalde mayor de Apan […] hace presente a vuestra excelencia que el regidor honorario de esta Nueva España don Gaspar de Iturbe intentaba hacer 100 cargas de maíz que era la única provisión que tenía este pueblo, cuya resolución debía esperar el 26 fue tal el estrecho en que le puso la multitud de pobres quejándose y lamentándose casi exasperados que eran pasados cuatro días y no hallaban un grano de esta semilla […] Entre las que se presentaron manifestando las que padecían fue una infeliz mujer con una criatura muerta en los brazos haciendo ver que de hambre se le había secado la leche y de su falta perecido el hijo.” Florescano, 1981:385",19.71005399,-98.45029669
1786,Hidalgo,Atitalaquia,Esterilidad,"“Por las justas causas que se tuvieron presentes en la junta superior de Hacienda, celebrada el 2 de noviembre del año próximo pasado, sobre la instancia que introdujeron los naturales de los pueblos del partido de Tetepango y sus agregados de Atitalaquia, Huipuztla y Mixquiahuala, a que se les relevase sus tributos por la esterilidad de los años de 1782 y principios del de 90, ha venido el rey en aprobar la determinación que tomó la expresada junta en concederles la espera para el pago de lo que estaban debiendo y permiten los artículos 124 y 141 de la ordenanza de 4 de diciembre de 1786 y posteriores reales órdenes.” AGNM, Reales cédulas originales, v. 148, e. 178. ff. 287-287v",20.05978921,-99.22003457
1786,Hidalgo,Epasoyucan (San Andrï¿½s),Respuesta autoridades virreinales,"“Ha merecido la aprobación del rey la providencia que se acordó en junta de Real Hacienda de la releva en la paga de tributos que concedió a los indios de la provincia de Zempoala del año de 1785 y todo el siguiente de 86, por la epidemia y escasez que experimentaron en la seca acaecida en el propio tiempo. Y así mismo lo que determinó en la instancia que hicieron los de los pueblos de San Agustín, Tochatlaco y San Andrés Epasayuca, comprendidos en la propia provincia. Prevengo a vuestra excelencia de orden de su majestad en contestación de su carta de 26 de septiembre en que remite testimonio del expediente para su inteligencia.” AGNM, Reales cédulas originales, v. 151, e. 194-195, f. 324",20.01781946,-98.63586352
1786,Hidalgo,Mixquiahuala,Esterilidad,"“Por las justas causas que se tuvieron presentes en la junta superior de Hacienda, celebrada el 2 de noviembre del año próximo pasado, sobre la instancia que introdujeron los naturales de los pueblos del partido de Tetepango y sus agregados de Atitalaquia, Huipuztla y Mixquiahuala, a que se les relevase sus tributos por la esterilidad de los años de 1782 y principios del de 90, ha venido el rey en aprobar la determinación que tomó la expresada junta en concederles la espera para el pago de lo que estaban debiendo y permiten los artículos 124 y 141 de la ordenanza de 4 de diciembre de 1786 y posteriores reales órdenes.” AGNM, Reales cédulas originales, v. 148, e. 178. ff. 287-287v",20.23003004,-99.21449349
1786,Hidalgo,Pachuca,Hambre,"“Que los indios de la jurisdicción de Pachuca sufrían gravísimas miserias por la absoluta falta de maíz y demás semillas de su sustento, que ocasionó la extraordinaria seca padecida en todo el reino en los dos años últimos, cuya calamidad debió ser más extremada en aquel territorio, que como partido mineral es por naturaleza árido y falto de los recursos de frutas y raíces que han usado en otros parajes, y teniéndose en consideración las epidemias que por consecuencia del hambre han sobrevenido, quitando vida a muchos tributarios y obligando a otros a abandonar su domicilio por huir de las enfermedades y buscar alimento les concedió la Real Audiencia gobernadora en 6 de febrero del presente año, relevación del tercio de tributos.” AGNM, Tributos, v. 26, e. 6, f. 46",20.12309441,-98.73641404
1786,Hidalgo,Pachuca,Escasez,"Expediente sobre la venta del maíz de la colecturía de esta ciudad. Informa sobre escasez y hambre. Septiembre. Florescano, 1981:399-401",20.12309441,-98.73641404
1786,Hidalgo,San Agustï¿½n,Respuesta autoridades virreinales,"“Ha merecido la aprobación del rey la providencia que se acordó en junta de Real Hacienda de la releva en la paga de tributos que concedió a los indios de la provincia de Zempoala del año de 1785 y todo el siguiente de 86, por la epidemia y escasez que experimentaron en la seca acaecida en el propio tiempo. Y así mismo lo que determinó en la instancia que hicieron los de los pueblos de San Agustín, Tochatlaco y San Andrés Epasayuca, comprendidos en la propia provincia. Prevengo a vuestra excelencia de orden de su majestad en contestación de su carta de 26 de septiembre en que remite testimonio del expediente para su inteligencia.” AGNM, Reales cédulas originales, v. 151, e. 194-195, f. 324",20.11531504,-98.88642107
1786,Hidalgo,Singuilucan,Respuesta autoridades virreinales,"Expediente sobre socorro de maíces para el pueblo de Singuilucan. Octubre de 1785 y agosto de 1786. Florescano, 1981:401-402",19.96754275,-98.51835974
1786,Hidalgo,Tetepango,Pérdida de cosechas,"“Al gobernador y república, común y demás naturales del pueblo de San Francisco Apasco, jurisdicción de Tetepango, a los pies de vuestra excelencia con el debido profundo rendimiento dicen: que la actual pérdida de cosecha de maíz, en el año anterior, los tiene en una deplorable constitución y sin arbitrio alguno, para hacer la acostumbrada siembra, en la estación presente, pero se hallan en la caja de su comunidad 352 pesos tres tomines, de cuya cantidad imploran profundamente. La notoria conmiseración de usted para que se digne concederles gracia de que extraigan 200 pesos precisa concurrencia de su párroco y alcalde mayor, invertirlos en semillas y distribuirla proporcionadamente entre sus naturale.” AGNM, Bienes de comunidad, v. 4, e. 5, ff. 15-18",20.10281588,-99.15725500
1786,Hidalgo,Tetepango,Esterilidad,"“Por las justas causas que se tuvieron presentes en la junta superior de Hacienda, celebrada el 2 de noviembre del año próximo pasado, sobre la instancia que introdujeron los naturales de los pueblos del partido de Tetepango y sus agregados de Atitalaquia, Huipuztla y Mixquiahuala, a que se les relevase sus tributos por la esterilidad de los años de 1782 y principios del de 90, ha venido el rey en aprobar la determinación que tomó la expresada junta en concederles la espera para el pago de lo que estaban debiendo y permiten los artículos 124 y 141 de la ordenanza de 4 de diciembre de 1786 y posteriores reales órdenes.” AGNM, Reales cédulas originales, v. 148, e. 178. ff. 287-287v",20.10281588,-99.15725500
1786,Hidalgo,Tochatlaco,Respuesta autoridades virreinales,"“Ha merecido la aprobación del rey la providencia que se acordó en junta de Real Hacienda de la releva en la paga de tributos que concedió a los indios de la provincia de Zempoala del año de 1785 y todo el siguiente de 86, por la epidemia y escasez que experimentaron en la seca acaecida en el propio tiempo. Y así mismo lo que determinó en la instancia que hicieron los de los pueblos de San Agustín, Tochatlaco y San Andrés Epasayuca, comprendidos en la propia provincia. Prevengo a vuestra excelencia de orden de su majestad en contestación de su carta de 26 de septiembre en que remite testimonio del expediente para su inteligencia.” AGNM, Reales cédulas originales, v. 151, e. 194-195, f. 324",19.92237513,-98.57790108
1786,Hidalgo,Tulancingo,Respuesta autoridades virreinales,"Expediente sobre socorro de maíces para el pueblo de Singuilucan. Octubre de 1785 y agosto de 1786. Florescano, 1981:401-402",20.08201181,-98.36890552
1786,Hidalgo,Tulancingo,Respuesta Iglesia,"Sobre contribuciones y esfuerzos de los curas y particulares para auxiliar a los pobres, por la escasez de maíz. Florescano, 1981:373-374",20.08201181,-98.36890552
1786,Hidalgo,Zempoala,Escasez de semillas,"Informe del alcalde mayor sobre escasez de semillas e imposibilidad de siembras extraordinarias. Florescano, 1981:377-378",19.91560569,-98.67002830
1786,Hidalgo,Zempoala,Respuesta autoridades virreinales,"“Ha merecido la aprobación del rey la providencia que se acordó en junta de Real Hacienda de la releva en la paga de tributos que concedió a los indios de la provincia de Zempoala del año de 1785 y todo el siguiente de 86, por la epidemia y escasez que experimentaron en la seca acaecida en el propio tiempo. Y así mismo lo que determinó en la instancia que hicieron los de los pueblos de San Agustín, Tochatlaco y San Andrés Epasayuca, comprendidos en la propia provincia. Prevengo a vuestra excelencia de orden de su majestad en contestación de su carta de 26 de septiembre en que remite testimonio del expediente para su inteligencia.” AGNM, Reales cédulas originales, v. 151, e. 194-195, f. 324",19.91560569,-98.67002830
1786,Hidalgo,Zimapï¿½n,Escasez de semillas,"Informe del alcalde mayor sobre escasez de semilla y dificultades para su transporte al real de minas. Julio de 1786. Florescano, 1981:379",20.73750923,-99.38226934
1786,Jalisco,Agualuco,Escasez de cosechas,"Providencias que se tomaron ante la escasez de las cosechas. Enero de 1786. Florescano, 1981:73-84",20.70083755,-103.97655747
1786,Jalisco,Ameca,Escasez de cosechas,"Providencias que se tomaron ante la escasez de las cosechas. Enero de 1786. Florescano, 1981:73-84",20.54834576,-104.04766543
1786,Jalisco,Apango,Epidemia,"“Peste. Providencia para que los indios de los pueblos de Chiquistlán, Talpa, Apango y Ataco, paguen sólo el tributo que buenamente puedan, debido a la excesiva peste que han padecido en el 86.” AGNM, Tributos, v. 20, e. 5, ff. 125-157",19.78201606,-103.71123863
1786,Jalisco,Atasco,Epidemia,"“Peste. Providencia para que los indios de los pueblos de Chiquistlán, Talpa, Apango y Ataco, paguen sólo el tributo que buenamente puedan, debido a la excesiva peste que han padecido en el 86.” AGNM, Tributos, v. 20, e. 5, ff. 125-157",19.92756433,-103.74235075
1786,Jalisco,Autlï¿½n,Escasez de cosechas,"Providencias que se tomaron ante la escasez de las cosechas. Enero de 1786. Florescano, 1981:73-84",19.77142991,-104.36989144
1786,Jalisco,Bolaï¿½os (Real de),Carestí­a,"El corregidor interino, don Ignacio Fernández Báez, informa sobre la carestía en el Real de Bolaños. Julio de 1786. Florescano, 1981:98",21.83190072,-103.78015986
1786,Jalisco,Chiquistlï¿½n,Epidemia,"“Peste. Providencia para que los indios de los pueblos de Chiquistlán, Talpa, Apango y Ataco, paguen sólo el tributo que buenamente puedan, debido a la excesiva peste que han padecido en el 86.” AGNM, Tributos, v. 20, e. 5, ff. 125-157",20.08891644,-103.86211252
1786,Jalisco,Cocula (San Miguel),Escasez de cosechas,"Providencias que se tomaron ante la escasez de las cosechas. Enero de 1786. Florescano, 1981:73-84",20.36585387,-103.82266049
1786,Jalisco,Cuagolotlï¿½n (San Luis),Muertes,"Petición de los representantes del pueblo de San Luis Cuago-lotán, jurisdicción de Santa María del Oro, para que se les rebaje el real tributo por la pérdida de las cosechas, siendo insuficientes las que estaban sembradas y se lograron. Menciona asimismo la llegada de muchas familias en solicitud de subsistencia, así como la imposibilidad de completar el tributo de reales como de semillas y gallinas, agravándose aún más la situación por el crecido número de muertos, por lo que suplican se les rebaje el real tributo pues apenas han conseguido la mitad del adeudo. Florescano, 1981:675",22.11466975,-103.26681913
1786,Jalisco,Etzatlï¿½n,Carestí­a de Maíz,"Bando publicado por el alcalde mayor de Etzatlán, don Francisco Escobedo, sobre la carestía del maíz, del que pide aprobación. Diciembre de 1785-enero de 1786. Florescano, 1981:71-73",20.76527585,-104.08100734
1786,Jalisco,Guadalajara,Carestí­a de Maíz,"Hambre, enfermedades asténicas, el índice de mortalidad en Guadalajara era de 100 al día, carencia de alimentos, precios altos. La fanega de maíz fue de 32 a 48 reales. Espinosa et al., 1987:119",20.67730516,-103.35568889
1786,Jalisco,Guadalajara,Pérdida de cosechas,"Consulta del señor oidor decano de Guadalajara, para que los indios del pueblo de San Luis sólo paguen lo que buenamente puedan del tributo […] debido a que sus milpas se perdieron. Julio de 1786. AGNM, Tributos, v. 20, e. 7, ff. 176-192",20.67730516,-103.35568889
1786,Jalisco,Guadalajara,Escasez de granos,"“En vista de la carta de vuestra excelencia de 23 de junio de este año, número 706 y testimonio que la acompaña, ha aprobado el rey la libertad de alcabala que vuestra excelencia ha concedido a los trigos y harinas que compre el ayuntamiento de Guadalajara, durante la actual calamidad y escasez de granos que padece este reino, con el preciso objeto de menudear a los pobres y conservar en lo posible la existencia de maíz. Dios guarde a vuestra excelencia muchos años. San Lorenzo 2 de noviembre de 1786. Marqués de Sonora [rúbrica].” AGNM, Reales órdenes, v. 3, e. 144, f. 219",20.67730516,-103.35568889
1786,Jalisco,Guadalajara,Carestí­a de carne,"“Se produjo una gran mortandad de ganado a causa de la ausencia de lluvias y las heladas […] las sequías se hicieron notar, sobre todo en comarcas menos productoras y de elevado consumo [de ganado]. Mientras que en años normales en la subasta para el abastecimiento de dicho real de minas se venían dando 22 onzas de carnero por real y cinco libras de res por real, en el año de 1786 sólo se dieron 12 onzas de carnero y tres libras de toro por la misma cantidad.” Serrera, 1991:74",20.67730516,-103.35568889
1786,Jalisco,Guadalajara,Calamidad,"“El cabildo, justicia y regimiento de la ciudad de Guadalajara, el 1 de marzo de 1786, comunica al señor doctor don Nicolás Valdés que a causa de la común calamidad de víveres, que en el presente año se está padeciendo, la ciudad está infestada de ociosos, vagos y foráneos, por lo que se planea una casa u hospicio provisional para recogimiento y habitación de pobres mendicantes y se le pide al señor Nicolás Valdés brinde su ayuda para el inicio de dicha casa, ya que él lleva la dirección de la casa de pobres de la ciudad.” AGMG, Actas de cabildo, 1786, leg. 32, ff. 100-100v",20.67730516,-103.35568889
