id,add_date,event_duration,event_quote,event_quote_location,event_source_info,event_time_description,firstname,start_day,start_month,start_year,summary,surname
2425,2023-06-04 06:37:27,,"Durante la diócesis del señor Polanco (prelado) la decadencia en Chiapas fue mayor que en cualquiera otra etapa. Con motivo de las plagas de langosta que se sucedieron varias veces, el hambre y la miseria exterminaron muchos pueblos. El señor Polanco escribió que 24 pueblos estaban entonces por desaparecer. Flores, 1978:107-108",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 686",,Bradley,,,1783,Hambre,Skopyk
3147,2023-06-04 06:37:27,,"“Informa el justicia haber sido el año en su principio muy variable habiéndose experimentado en el mes de marzo varios huracanes y algunas enfermedades peligrosas.” AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 149",,Bradley,,,1791,Enfermedad,Skopyk
1030,2023-06-04 06:37:27,,"“Año de rigurosísimo invierno porque se heló desde 5 de octubre del año pasado hasta fin de febrero de este año y tan continuas que se helaron hasta los árboles del pirú y tunales, cimarrones y otros árboles silvestres que jamás se ha visto. Año de buena cosecha.” AP, v. 830",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 161",,Bradley,,,1623,Buenas cosechas,Skopyk
2864,2023-06-04 06:37:27,,"Acta de cabildo de 12 de enero de 1786: Se mantiene aún la prohibición de vender trigo “fuera de esta ciudad, sino que precisamente [se] introduzca para el abasto de este público y venda como mejor pudier.” AHMM, Actas de cabildo, l. 58, s. f.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 300",,Bradley,,,1786,Escasez de trigo,Skopyk
2820,2023-06-04 06:37:27,,"“Bienes de comunidad. El pueblo de Xocoyotepec arrienda tierras al de Onetzalan, por escasez de maíz, se sigue un proceso sobre su continuación, jurisdicción de Zacapoaxtla, San Juan de los Llanos.” AMINAH, Judicial de Puebla, r. 46",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 258",,Bradley,,,1801,Escasez de maíz,Skopyk
1585,2023-06-04 06:37:27,,"El 17 de abril “a las seis de la tarde hubo una terrible tempestad; cayeron 17 rayos en los contornos de esta ciudad y dentro de ella en parte y casas diferente.” Robles, 1946, II:304",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 689",,Bradley,,,1694,Lluvias excesivas,Skopyk
3009,2023-06-04 06:37:27,,"Se establece la necesidad de arreglar los caminos que unen a los pueblos para facilitar el transporte de granos y evitar la escasez. Trece de febrero de 1787. UAP, Microfilms, r. 6",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 019",,Bradley,,,1787,Prevención,Skopyk
2373,2023-06-04 06:37:27,,"La plaga de langosta asoló la provincia de zoques primeramente; las siembras se vieron perjudicadas, por lo que se registró una fuerte escasez de maíz, frijol, trigo y otros alimentos. Alza de precios, hambre, sobre todo entre los indígenas, por esta causa surge una epidemia, por la que mueren más de8 000 indios. García, 1988:VII",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 645",,Bradley,,,1773,Carestí­a,Skopyk
539,2023-06-04 06:37:27,,"“Plaga de langosta. Pocas cosechas en la ciudad de México.” El precio del maíz a 10 reales por fanega. Espinosa et al., 1987:80; Gibson, 1991:464",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 219",,Bradley,,,1557,Cosechas escasas,Skopyk
1722,2023-06-04 06:37:27,,"“Sequía y escaseces; cosechas reducidas de maíz en Chalco; 24 reales por fanega.” Gibson, 1991:468; Florescano, 1980:84, 97; Malvido, 1973:99",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 049",,Bradley,,,1713,Carestí­a,Skopyk
3314,2023-06-04 06:37:27,,"“Al reaparecer en 1797 [la viruela] en Michoacán, fue ya combatida con la inoculación o vacuna, gracias —según la Gaceta de México— al obispo fray Antonio de San Miguel, quien comenzó por ilustrar a sus feligreses para que no se opusieran a recibirla.” Bravo, 1995:265",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 294",,Bradley,,,1797,Epidemia de viruela,Skopyk
1404,2023-06-04 06:37:27,,"“En los últimos días del mes de septiembre y principios de octubre de este mismo año, cayeron dos heladas y ambas hicieron mucho daño.” Maldonado, 1987:14",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 492",,Bradley,,,1665,Helada,Skopyk
2407,2023-06-04 06:37:27,,"“Mortandad de ganado ovejuno.” Florescano, 1980:86",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 677",,Bradley,,,1776,Muerte de animales,Skopyk
623,2023-06-04 06:37:27,,"Según las cuentas de la real hacienda de 1576, hubo epidemia, hambre y sequía. Molina, 1904-1913, Y:166; Cook y Borah, 1978:121; Farriss, 1992:108",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 280",,Bradley,,,1576,Epidemia,Skopyk
3839,2023-06-04 06:37:27,,viruela de guatemala y peru,tbd,"Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101",,Bradley,,,1796,Epidemic,Skopyk
1347,2023-06-04 06:37:27,,"“Epidemia (sarampión, viruela).” Farriss, 1992:108",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 434",,Bradley,,,1659,Epidemia,Skopyk
1101,2023-06-04 06:37:27,,"Disertación de Antonio Alzate sobre el perfeccionamiento técnico del desagüe de la ciudad, a fin de evitar inundaciones semejantes a la que acaeció en 1629 y alternativas para su solución: “la inundación más perniciosa que ha padecido México fue la de 21 de septiembre de 1629, de ella trata con prolijidad el insigne Vetancurt en su Teatro Mexicano.” Asienta pues, que las aguas se elevaron en la ciudad vara y media; la disposición del terreno casi a nivel, no permite mayor elevación de las aguas. “También advertí en el impreso, que las aguas de la laguna se disminuyeron, observación que comprueba la de Vetancurt. Aquella tradición corriente sobre que la laguna de Texcoco tenía sumidero, y de que se trató jurídicamente después de la inundación de 1629, acaso tendría su origen en ejemplares semejantes al que refiere Vetancurt, y sus promovedores en mucha parte hablan con fundamento, pero ignorando la verdadera causa. Después de escrita mi memoria, creo fue en 1768, releí en el Teatro Mexicano del padre Vetancurt, una especie que patrocina o por mejor decir, manifiesta la realidad de mi acierto.” Dice, pues, en la parte 4, tomo 5, pág. 224, núm. 30 (describe la inundación que se padeció en México en 1629) y añade: “Después de enjunta la ciudad con un temblor de tierra que hubo, se trató […] Si cuando escribí mi papel hubiera tenido presente semejante cláusula, la hubiera aprovechado presentándola por epígrafe, y usado de ella como fundamento sólido de mi proyecto. ¿Con un temblor finalizó la inundación? No es otra cosa que expresar: con el movimiento de la tierra se abrió algún conducto por donde el agua se encaminó a alguna concavidad subterránea, me parece que esto es un genuino comento que cimenta demasiado la utilidad de la idea. Luego debemos suponer que la inundación no pasó de dos varas en los sitios más bajos. En aquel tiempo no había desagüe, los montes estaban poblados de árboles y por esto debía llover mucho más que en este tiempo, el plano de la ciudad se ha elevado, luego en las mismas circunstancias que en las del año de 1629. México no debe inundarse. En el año de 1629 se verificó la última inundación de esta ciudad (memorable aún en los almanaques) por lo que determinó el sabio monarca que dominaba entonces, se escogiese entre los hábiles arquitectos hidráulicos el más sabio, para que encaminado a México, planease y edificase obras que libertasen a esta ciudad de inundación: la elección recayó en el ingeniero hidráulico Adriano Boot, muy experimentado en conservar a los Países Bajos o Flandes española de los ataques del mar: llegado aquí empezó a proponer y a decir que se haga esto, que se haga esto otro; pero los que conservaban la ciencia de los discípulos del grande Herrera, respondían ‘ya está hecho’, de manera que el ingeniero flamenco tuvo que retirarse sin tener que innovar. Muy al contrario se verificaría esto en el tiempo, porque Boot o a otro sabio se le diría: todo esta deshech.” Alzate y Ramírez, 1982:227, 313-317, 336",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 229",,Bradley,,,1629,Prevención,Skopyk
506,2023-06-04 06:37:27,,"“Pero el 1553, abundantísimo en lluvias, se inundó por vez primera la México española.” Marroquí, 1969:111",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 188",,Bradley,,,1553,Inundación,Skopyk
1423,2023-06-04 06:37:27,,"“Fernando del Bosque, regidor de primer voto de esta villa, manifiesta la necesidad de esta villa y lo que padece de bastimentos para comer en lo común, que están pereciendo los pobres (y aun los ricos), y los labradores viendo que no lo hay, por encarecerlo no trillan el trigo, en grave perjuicio de todos. Suplica al alcalde mayor y capitán de guerra, sirva mandar con penas trillen y vendan, se haga cata y cala de los bastimentos por secar y lo tengan de manifiesto para el abasto de la ciudad, ni alterando los precios.” AMS, Presidencia municipal, c. 2, e. 50, doc. 1, 6 ff.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 512",,Bradley,,,1672,Escasez de alimentos,Skopyk
77,2023-06-04 06:37:27,," 1629 calli xiuitl ... icuac apachiuhque mexica mochi calli huetzque ihuan mocenman itlaltzin totlañonantzin, Rey michin mocuep, nahualli quimamani {why the 3sgO? and how does CT get ""agitated""} mexica",tbd,Anales Antiguas de México 18.3: PART 3 785,,Bradley,,,1629,Flooding,Skopyk
3679,2023-06-04 06:37:27,,"“Estación de aguas abundantísima.” AP, v. 275",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 249",,Bradley,,,1814,Lluvias excesivas,Skopyk
549,2023-06-04 06:37:27,,"“Y el año de 59 anduvo otra vez [pestilencia], aunque no con tanta furia y siempre mediado agosto y septiembre, suele haber entre ello trabajo; más de este año, después de la pestilencia del 44, no ha habido otro tan grande, y a Dios servido que no ha tocado a los españoles; dicen algunos indios viejos que estas mortandades de tantos a tanto años, siempre las hubo entre ellos.” Cartas de Indias, 1980:331",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 227",,Bradley,,,1559,Epidemia,Skopyk
2813,2023-06-04 06:37:27,,"“Bienes de comunidad. El pueblo de Xocoyotepec arrienda tierras al de Onetzalan, por escasez de maíz, se sigue un proceso sobre su continuación, jurisdicción de Zacapoaxtla, San Juan de los Llanos.” AMINAH, Judicial de Puebla, r. 46",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 258",,Bradley,,,1794,Escasez de maíz,Skopyk
682,2023-06-04 06:37:27,,"En un informe que se dio el 6 de marzo de 1577 se señala: “En Nueva España es y ha sido la peste entre los indios tan recia que han quedado pocos vivos y sin embargo de las prevenciones que se han hecho, se pegó a los indios de Zacatecas y ha sido Dios servido que se han muerto y huido casi todos, de suerte que están las minas sin gente para beneficiar la plata a cuya causa se saca tan poca que ni haya quien trate ni contrate ni osan fiar mercadurías como solía. Ha comenzado este mal en algunos indios de los pueblos de este reino, no con tanta furia como en la Nueva España, se han hecho y hacen todas las diligencias posibles para que no se junten ni comuniquen los enfermos con los sano.” IDG, Guadalajara 6, doc. 4",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 335",,Bradley,,,1577,Traslado de población,Skopyk
2278,2023-06-04 06:37:27,,"“Durante la hambruna de 1769-1774, por ejemplo, se eximió a los mayas del pago de tributos durante cinco años. Pero en nueve de los 10 años posteriores a 1765 los cultivos se habían perdido completamente o tan sólo habían producido una cosecha mínima. Los españoles sabían que los efectos destructivos de las migraciones y de las pérdidas de población se hacían notar durante tiempo. En ambas fechas se señalan hambrunas que produjeron drásticos descensos en la población. Severa hambruna.” Farriss, 1992:105, 108",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 551",,Bradley,,,1774,Cosechas escasas,Skopyk
383,2023-06-04 06:37:27,,"“Aquí se levantó el polvo, por eso hubo hambre. - Nican teuhtli moquete yc mayanalloc. Nican teuhtli moquete yc mayanalloc.” Códice Aubin, 1981, f. 47",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 076",,Bradley,,,1543,Hambre,Skopyk
1282,2023-06-04 06:37:27,,"“Por los muchos indios, que con la hambre que hubo el año de 50, y siguiente de 51, murieron, estuvo en término de perderse esta tierra, como sucedió también desde el año próximo de 51, hasta el de 53, por otra grande hambre que hubo.” López, 1957:593, 733",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 378",,Bradley,,,1650,Hambre,Skopyk
3086,2023-06-04 06:37:27,,"“Faltaron las aguas a principios del año por lo que se atrasaron los sembrados, pero habiendo caído después se repusieron y continúan en bonanza. El precio del maíz es 30 reales fanega, cómodo respecto de este partido, cosechándose grana igual que en el anterior.” AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 094",,Bradley,,,1790,Retraso de lluvias,Skopyk
3577,2023-06-04 06:37:27,,"“La cosecha de trigo, fue mediana por las heladas de abril y su precio no excede de 11 pesos carga a la fecha. Las sementeras de maíz, por la escasez de agua en los meses de junio y julio sintieron imparable quebranto en una tercera parte.” Abril de 1809. Florescano y San Vicente, 1985:100",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 144",,Bradley,,,1809,Falta de lluvias,Skopyk
2450,2023-06-04 06:37:27,,"Testimonio de la pérdida de sementeras de las haciendas de Teoloyuca y demás de confiscados con motivo de las heladas acaecidas en los días 13, 14 y 15 del presente julio. AJP, 1779, e. 4563",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 711",,Bradley,,,1779,Helada,Skopyk
1202,2023-06-04 06:37:27,,"“Apretaron el mes de septiembre, las aguas con nortes en esta villa, que traspasaba las tapias. Cayéronse en ellas las más de las casas, sin daño de la gente, por ser de día.” León, 1975:79; Adel, 146-147",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 332",,Bradley,,,1642,Daños a construcciones,Skopyk
9,2023-06-04 06:37:27,,"1631 Yn iquac ipan ilhuitzin san miguel arcangel ipan 30 de setiembre iquac otlayohuato in buta ihuan huey cocoliztlimaca acatlica in quizacaya (to carry; or, breaking out here) in mimique",tbd,Anales Antiguas de México 14.1: 674,,Bradley,30,9,1631,Epidemic,Skopyk
1572,2023-06-04 06:37:27,,"“Hizo morir a mucha gente el sarampión.” Anales de Puebla y de Tlaxcala, núm. 1, pte. 1a.: 348",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 675",,Bradley,,,1693,Epidemia de sarampión,Skopyk
2113,2023-06-04 06:37:27,,"“Guillermo Sáenz de Encinas dice que con su caudal compró carneros debido a la pública estrechez y a la urgencia del tiempo de la escasez que la ciudad se halla constreñida porque hay carencia de abasto.” Veintinueve de marzo de 1755. AAP, Reales cédulas, v. 14, f. 292",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 417",,Bradley,,,1755,Escasez de carne,Skopyk
3156,2023-06-04 06:37:27,,"“Se experimentó el sensible estrago que causó una creciente del río, en que perecieron tres personas siguiendo el estrépito a la desolación de algunas de las huertas de sandías y legumbres que aquellos vecinos labradores y hortelanos han acostumbrado sembrar y plantar a las vegas del río y en tales.” Julio. AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 158",,Bradley,,,1791,Creciente de rí­o,Skopyk
1310,2023-06-04 06:37:27,,"“Las crecientes se llevaron dos calpules y se ahogaron muchas personas y del mismo modo fue en muchas partes de la provincia, donde sucedieron muchas desgracias, por lo que las aguas fueron generales y todos los ríos y quebradas crecieron mucho que fue mucho el daño.” Ximénez, 1973:12",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 392",,Bradley,,,1652,Avenida,Skopyk
891,2023-06-04 06:37:27,,"En la sesión del cabildo del 21 de marzo Alonso de Cortés, veedor de los ejidos de esta ciudad, informó “que los indios de Atlizuca tienen anegadas todas sus tierras en que sembraban y hacían sus sementeras y suplican que se les dé licencia para extraer sa.” AHCM, Actas de cabildo impresas, v. 16, inv. 646a, 1605-1607:45",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 035",,Bradley,,,1605,Inundación,Skopyk
360,2023-06-04 06:37:27,,"“Faltó el agua en la tierra […] Por haber gastado sin orden su maíz en las guerras de los españoles, les sobrevino gran hambre […] Se les recreció la langosta por espacio de cinco años […] Vinieron a comer cortezas de árboles, en especial uno que llaman cumché, que es fofo y blando por dentro. Que por esta hambre, los Xiues, que son los señores de Maní, acordaron hacer un sacrificio solemne a los ídolos llevando ciertos esclavos y esclavas a echar en el pozo de Chicenizá.” Landa, 1982:25",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 062",,Bradley,,,1541,Escasez de maíz,Skopyk
1011,2023-06-04 06:37:27,,"“Otra vez fue gobernador don Gregorio Nacianceno […] El lunes 4 de mes de octubre de 1621, cuando fue la fiesta de san Francisco, entonces el rey, emperador de España, le dio una bandera [a la ciudad] […] Se pusieron adornos de flores [xochimatlatl]. No pudieron desfilar, se regresaron a Teteltitla porque vino un gran aguacero, llovió mucho. - Zan occepa yehuatl juez gobernador don Gregorio Nazcianceno […] lunes a 4 mes de octubre 1621 años iquac ylhuitzin Sant Francisco yquac macoc pandera rey emperador de Spania […] mochi motecpan xochimatlatl huel tlatlahuel tlayahualoque za hualmocuepque Teteltitlan huel chicahuac huala quiahuitl.” Zapata y Mendoza, 1995:230, 231",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 149",,Bradley,,,1621,Lluvias excesivas,Skopyk
2374,2023-06-04 06:37:27,,"La plaga de langosta asoló la provincia de zoques primeramente; las siembras se vieron perjudicadas, por lo que se registró una fuerte escasez de maíz, frijol, trigo y otros alimentos. Alza de precios, hambre, sobre todo entre los indígenas, por esta causa surge una epidemia, por la que mueren más de8 000 indios. García, 1988:VII",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 645",,Bradley,,,1774,Carestí­a,Skopyk
2231,2023-06-04 06:37:27,,"“Como en el año próximo pasado se hubieran advertido la escasez de la cosecha, y que los cosecheros iban subiendo con exceso el precio de los trigos, y aun retirándolos para venderlos al mayor, aprovechándome de las facultades que conceden las leyes a los que gobiernan para poner tasa al fruto, y contener con ello los excesos […] he puesto el de 14 pesos carga al de primera calidad, y 13 al de la segunda [sic] regidores y comisionados a los parajes donde se me dio la noticia haber trigo […] para conducirlas a los molinos de la ciudad […] la cosecha actual es abundante.” Torre, 1991:972",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 518",,Bradley,,,1767,Carestí­a de trigo,Skopyk
1787,2023-06-04 06:37:27,,"“Virrey, gobernador y capitán general de las provincias de la Nueva España y presidente de mi Real Audiencia de ellas que reside en la ciudad de México. En carta del 20 de junio del año de 1773 presento con testimonio, en tribuna de cuentas los atrasos antiguos que había en los tributos de la provincia de Yucatán y que su decadencia procedía de las epidemias y mortandades experimentadas en los indios al año de 1726, sin haberse podido recaudar cantidades algunas, y por esta razón los oficiales reales de aquella provincia solicitaron el año de 1759.” AGNM, Reales cédulas, v. 86, e. 73, f. 130",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 102",,Bradley,,,1726,Muertes,Skopyk
1805,2023-06-04 06:37:27,,"“La decadencia de que estoy informado de que ha padecido esta cabecera como los demás de esta jurisdicción, es desde que faltaron los trigos temporales y una gran epidemia que hubo en ella, como en todo el reino, nombrada el Sarampión, cuyos temporales de trigo se deban en esta jurisdicción en abundancia presupuesto de cada carga era de dos pesos 20 reales, con lo que comerciaban y hacían pan, y llevaban a tierra caliente y a otras partes. Con cuya falta y la de los repetidos chagütles [sic], pulgón y hielo granizos en los trigos de riego, cansadas y deslavadas las tierras, por lo que ya no acuden los frutos como antes, pues de una carga acuden a cuatro o cinco cargas. Tienen crecidos costos sus labores, así del trigo como del maíz con otros contratiempos de pestes, como la del matlazahuatl, que consumió multitud de indios y gente de razón, quedando casi sin ella, a comparación de la que había antes.” “RG Malinalco.” 1988, I:162, 168, 172, 176, 180",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 111",,Bradley,,,1734,Epidemia de sarampión,Skopyk
2061,2023-06-04 06:37:27,,"“Pedro Antonio de Santos, gobernador actual de este pueblo jurisdicción de Tacuba, como mejor proceda de derecho parezco ante vuestra merced y digo: que a mi derecho conviene, que vuestra merced a continuación de este escrito me dé certificación en toda forma de la extraordinaria y vehemente pobreza, que padecen los indios de esta cabecera; por estar destituidos de maíz y haber en dicho partido tan grave penuria de él, que con su mísero trabajo, apenas alcanzan lo necesario y congruente para su sustento y manutención de la familia […] asimismo, dicho pueblo consta la suma escasez y lacerias que de presente no tan sólo padecen los naturales de dicha cabecera; sino también los demás de los pueblos del monte sujetos a dicha jurisdicción de un alimento tan necesario como es el maíz para los naturales y para cuya solicitud les cuesta innumerables trabajos de poderlo conseguir, por no poderse habido en toda aquella jurisdicción de modo que su trabajo personal y lo que les produce espera poderse mantener.” Veintiuno de agosto de 1749. AGNM, Tributos, v. 35, e. 8, ff. 192-201",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 365",,Bradley,,,1749,Escasez de maíz,Skopyk
